decade,explicit,songLength_ms_,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,timeSignature,mode,valence,popularity
0,0,295653,0.0351,0.65,0.62,0,8,0.153,-8.146,0.0293,96.392,4,1,0.626,44
0,0,243840,0.003,0.206,0.462,0,1,0.313,-9.165,0.0304,187.51,3,1,0.261,41
0,0,143230,0.824,0.574,0.374,0,0,0.581,-15.127,0.0392,106.456,4,0,0.82,42
0,0,283373,0.473,0.534,0.192,5.08e-06,1,0.0805,-20.742,0.0358,92.712,4,0,0.0431,37
0,0,384493,0.0364,0.655,0.543,0.00093,1,0.0602,-10.884,0.0353,81.006,4,1,0.694,35
0,0,597960,0.993,0.385,0.00189,0.919,1,0.0955,-28.565,0.0487,93.131,4,1,0.153,45
0,0,147160,0.459,0.572,0.484,0,0,0.0937,-7.93,0.0382,104.59,4,0,0.544,34
0,0,297080,0.266,0.7,0.766,0.591,1,0.0692,-9.885,0.0463,89.973,4,1,0.95,34
0,0,223400,0.165,0.652,0.409,0,0,0.213,-11.016,0.0471,78.75,4,1,0.607,32
0,1,323160,0.00246,0.416,0.664,3.94e-06,2,0.545,-4.873,0.042,145.978,4,0,0.216,33
0,0,205293,0.0266,0.531,0.561,0,5,0.135,-8.363,0.0401,177.79,4,1,0.735,31
0,0,220693,0.00761,0.581,0.384,1e-05,6,0.147,-11.172,0.0295,123.577,4,1,0.159,31
0,0,156015,0.995,0.646,0.178,0.707,7,0.148,-18.189,0.0495,83.736,4,0,0.847,32
0,0,192346,0.000407,0.287,0.774,0,8,0.0487,-7.961,0.0396,103.279,3,1,0.429,31
0,0,354986,0.844,0.639,0.232,0.000105,3,0.111,-16.509,0.0445,80.781,3,1,0.33,29
0,0,224629,0.989,0.225,0.0384,0.0153,3,0.2,-23.192,0.0463,68.023,3,1,0.0501,29
0,0,203840,0.196,0.7,0.6,0,2,0.0846,-8.341,0.0423,87.837,4,1,0.848,29
0,0,167133,0.236,0.731,0.694,0,0,0.0621,-8.791,0.279,163.455,4,0,0.903,29
0,0,354333,0.963,0.364,0.0453,0.0378,5,0.0989,-23.319,0.0377,136.925,4,0,0.12,44
0,0,146703,0.97,0.771,0.294,0.899,1,0.133,-17.831,0.0492,120.507,4,1,0.966,33
0,1,165093,0.183,0.306,0.611,0,4,0.278,-4.944,0.0541,163.032,4,1,0.468,27
0,0,265106,0.214,0.726,0.848,0.000511,6,0.0594,-7.227,0.0485,116.097,4,1,0.954,25
0,0,176600,0.218,0.889,0.563,0,9,0.0735,-8.954,0.051,98.99,4,1,0.795,25
0,0,271253,0.945,0.346,0.0501,1.84e-06,1,0.11,-17.158,0.0533,174.139,3,0,0.127,25
0,0,262773,0.33,0.681,0.569,0.00038,11,0.323,-10.769,0.0295,102.402,1,1,0.458,24
0,0,258226,0.202,0.501,0.44,0.00145,9,0.107,-14.466,0.0372,82.489,4,1,0.868,35
0,0,127508,0.826,0.711,0.167,1.15e-05,1,0.264,-17.15,0.0719,137.651,4,1,0.826,33
0,0,335173,0.0372,0.556,0.7,5.12e-06,0,0.0877,-9.842,0.0338,113.484,4,1,0.391,24
0,0,217586,0.00563,0.508,0.697,1.34e-06,8,0.38,-7.638,0.0426,126.169,4,1,0.563,23
0,0,203493,0.265,0.547,0.374,0,11,0.0758,-13.318,0.0291,116.114,4,1,0.184,23
0,0,314510,0.864,0.641,0.132,0.0117,1,0.134,-20.584,0.0413,124.885,4,1,0.745,33
0,0,224760,0.527,0.669,0.904,2.02e-06,11,0.204,-6.01,0.0482,90.982,4,1,0.852,22
0,0,197021,0.551,0.131,0.0602,0.742,1,0.111,-26.226,0.0747,81.44,4,1,0.04,30
0,0,328440,0.112,0.754,0.655,0.00275,0,0.0614,-8.501,0.086,74.089,4,1,0.908,22
0,0,246666,0.385,0.744,0.726,1.38e-05,6,0.156,-9.553,0.0553,96.039,4,1,0.933,22
0,0,280573,0.426,0.639,0.38,0.000584,0,0.124,-16.251,0.0753,97.814,1,1,0.488,32
0,0,189600,0.963,0.686,0.373,0.0883,4,0.13,-16.429,0.0411,73.008,4,0,0.607,31
0,0,237506,0.945,0.543,0.335,0.284,7,0.092,-16.074,0.0563,125.854,3,0,0.77,37
0,0,255634,0.734,0.237,0.142,0.991,7,0.146,-22.138,0.0516,69.846,4,1,0.0357,24
0,0,231400,0.097,0.569,0.393,0,0,0.426,-10.854,0.0403,151.518,4,1,0.607,20
0,0,267258,0.732,0.718,0.396,0,5,0.0562,-10.663,0.0449,122.778,4,1,0.961,40
0,0,260333,0.272,0.639,0.559,0.794,4,0.0926,-11.073,0.0322,104.034,4,0,0.579,19
0,0,239516,0.838,0.53,0.592,0,7,0.0638,-7.485,0.0397,112.866,4,1,0.885,38
0,0,228000,0.895,0.278,0.171,0.972,1,0.111,-38.058,0.0845,136.134,3,1,0.242,19
0,0,282985,0.194,0.504,0.451,0,1,0.0873,-6.509,0.029,134.006,4,1,0.268,24
0,0,418011,0.966,0.0879,0.0851,0.974,0,0.0927,-24.225,0.0429,86.616,4,1,0.0332,26
0,0,267813,0.392,0.668,0.67,0.852,2,0.0667,-10.05,0.0438,152.098,4,0,0.845,18
0,0,281906,0.224,0.734,0.86,0.000703,1,0.0628,-7.675,0.0606,116.635,4,1,0.63,18
0,0,330226,0.991,0.364,0.149,0.895,1,0.0848,-21.076,0.0418,128.31,3,1,0.0496,28
0,0,252266,0.646,0.68,0.588,1.48e-05,5,0.0512,-8.662,0.156,114.258,4,1,0.775,23
0,0,283640,0.107,0.836,0.906,0,2,0.0375,-5.288,0.0422,126.247,4,1,0.866,23
0,0,303040,0.99,0.26,0.0172,0.897,8,0.0943,-26.925,0.0517,114.588,4,1,0.0494,32
0,0,278053,0.000154,0.764,0.792,0.803,1,0.194,-8.341,0.0337,125.612,4,1,0.494,27
0,0,182711,0.936,0.546,0.203,0.000103,10,0.276,-21.065,0.0626,174.054,4,1,0.886,23
0,0,452866,0.277,0.535,0.351,8.87e-05,7,0.253,-10.952,0.0436,179.085,4,1,0.18,17
0,0,226063,0.831,0.737,0.385,7.48e-05,7,0.0844,-9.929,0.0415,122.862,4,1,0.912,36
0,0,394453,0.789,0.646,0.309,0.124,5,0.0602,-19.625,0.0471,148.667,4,0,0.403,16
0,0,176106,0.836,0.626,0.174,0.315,7,0.0793,-21.359,0.0507,120.225,3,0,0.872,31
0,0,276363,0.00197,0.22,0.646,0.00315,1,0.0973,-8.167,0.0366,146.836,4,0,0.297,16
0,0,268693,0.435,0.4,0.449,1.1e-06,3,0.081,-11.942,0.0827,122.466,4,1,0.207,16
0,0,157485,0.351,0.458,0.239,0.865,8,0.112,-29.655,0.0369,131.637,4,1,0.636,24
0,0,212173,0.317,0.309,0.495,0,0,0.228,-9.466,0.0561,85.67,5,1,0.377,15
0,0,190026,0.164,0.521,0.165,0.00068,11,0.103,-17.07,0.0311,114.618,4,1,0.198,16
0,0,293035,0.361,0.595,0.683,0.644,3,0.0785,-9.075,0.042,98.992,4,0,0.457,15
0,0,325381,0.784,0.171,0.04,0.9,2,0.0944,-28.041,0.045,179.546,3,1,0.0424,20
0,0,193593,0.984,0.691,0.096,0.0034,8,0.182,-24.777,0.178,113.624,4,1,0.904,21
0,0,195786,0.00144,0.782,0.393,0.00729,10,0.0567,-12.832,0.189,168.524,4,0,0.714,23
0,0,174040,0.831,0.662,0.301,0.000135,4,0.0878,-17.236,0.0735,119.435,4,0,0.504,34
0,0,226560,0.00298,0.161,0.619,0.000308,1,0.269,-7.038,0.0376,80.71,4,1,0.394,14
0,0,258266,0.0104,0.348,0.652,0,8,0.409,-11.002,0.036,149.329,4,0,0.616,14
0,0,178706,0.485,0.467,0.268,0.198,1,0.11,-20.622,0.0377,134.147,4,1,0.122,14
0,0,303386,0.943,0.35,0.05,0.301,5,0.106,-23.013,0.0366,102.304,4,0,0.11,30
0,0,216733,0.91,0.496,0.785,0.02,10,0.858,-8.699,0.236,164.597,4,0,0.441,14
0,0,272800,0.0914,0.822,0.904,4.4e-05,9,0.0457,-2.841,0.0974,102.507,4,1,0.862,24
0,0,203000,0.000353,0.329,0.929,0.000317,8,0.327,-8.315,0.062,152.386,4,0,0.478,14
0,0,317493,0.297,0.812,0.756,0.852,0,0.352,-8.267,0.0291,123.041,4,1,0.965,13
0,0,168276,0.938,0.544,0.178,0.0123,4,0.193,-21.2,0.0518,201.405,4,0,0.836,18
0,0,329266,0.714,0.846,0.663,4.16e-06,9,0.326,-5.713,0.211,97.99,4,0,0.712,22
0,1,243026,0.00299,0.63,0.885,0,1,0.219,-6.487,0.116,107.936,4,1,0.589,13
0,0,206760,0.479,0.64,0.914,0,11,0.54,-5.749,0.0769,140.69,4,0,0.708,12
0,0,181253,0.794,0.625,0.346,3.32e-06,5,0.146,-9.828,0.0672,71.88,4,1,0.824,12
0,0,182360,2.05e-05,0.346,0.844,9.86e-06,6,0.0677,-8.013,0.0384,152.206,4,1,0.644,12
0,0,222378,0.984,0.481,0.0379,0,2,0.328,-27.007,0.0682,127.642,4,1,0.52,13
0,0,167740,0.946,0.815,0.367,1.1e-05,0,0.0738,-14.478,0.195,126.81,4,1,0.962,17
0,0,183867,0.982,0.63,0.203,0.316,5,0.0987,-22.827,0.043,131.472,4,0,0.937,14
0,0,215101,0.892,0.588,0.343,0.703,7,0.131,-14.166,0.112,176.275,4,1,0.916,13
0,0,235546,0.342,0.646,0.509,0,11,0.0867,-8.881,0.0281,120.224,4,1,0.681,13
0,0,269466,0.783,0.744,0.508,0.107,10,0.0372,-7.736,0.0832,120.416,4,1,0.911,22
0,0,269165,0.825,0.22,0.297,0.942,2,0.0996,-14.092,0.0298,83.338,4,1,0.0371,18
0,0,366186,0.957,0.362,0.132,0.0025,2,0.0825,-18.873,0.0432,85.284,4,1,0.238,28
0,0,412280,0.0701,0.699,0.906,0.0255,7,0.0382,-8.151,0.0432,127.962,4,1,0.965,15
0,0,197953,0.992,0.291,0.0797,0.865,9,0.15,-22.777,0.0356,109.177,4,0,0.238,16
0,0,306866,0.268,0.567,0.912,0.227,8,0.118,-9.834,0.0868,102.607,4,1,0.806,19
0,0,181786,7.15e-06,0.311,0.943,3.71e-06,8,0.117,-7.893,0.053,153.931,4,0,0.451,11
0,0,133773,0.68,0.767,0.62,0,0,0.291,-8.79,0.0515,129.257,4,1,0.961,36
0,0,418986,6.24e-05,0.36,0.888,0.113,10,0.0864,-6.242,0.0677,174.982,4,0,0.109,19
0,0,210133,0.322,0.374,0.262,0,7,0.135,-11.009,0.0398,67.297,3,1,0.589,10
0,0,221156,0.979,0.353,0.0324,0.00554,3,0.121,-24.764,0.0402,99.542,4,1,0.127,14
0,0,208677,0.7,0.741,0.366,0.413,4,0.0663,-12.418,0.366,77.977,4,0,0.478,36
0,0,364280,0.765,0.326,0.0851,0.000417,7,0.108,-21.966,0.0364,177.951,3,1,0.155,29
0,0,243352,0.0881,0.687,0.749,0,2,0.102,-4.609,0.029,143.951,4,1,0.891,23
0,0,280413,0.881,0.482,0.153,0.0611,2,0.112,-19.288,0.0425,118.656,3,0,0.441,27
0,0,309000,0.819,0.393,0.271,0.0356,2,0.181,-16.801,0.0299,90.067,4,1,0.392,30
0,0,198533,0.693,0.708,0.43,0.000354,8,0.07,-14.181,0.0589,88.159,4,1,0.774,22
0,0,122080,0.994,0.534,0.136,0.919,8,0.555,-21.075,0.0644,134.772,4,1,0.472,12
0,0,153012,0.995,0.579,0.0806,0.0275,10,0.354,-20.04,0.0429,127.73,4,1,0.594,11
0,0,295785,0.0558,0.485,0.427,0,0,0.156,-8.069,0.0287,135.806,4,1,0.25,13
0,0,222000,0.874,0.485,0.176,0.947,6,0.112,-19.021,0.0394,139.979,3,1,0.0367,11
0,0,307983,0.479,0.112,0.203,0.956,2,0.0957,-15.247,0.0369,75.437,4,1,0.0444,17
0,0,141866,0.947,0.605,0.665,0.606,7,0.32,-12.06,0.069,132.603,4,1,0.866,11
0,0,270765,0.816,0.704,0.269,0.0567,3,0.238,-19.015,0.0389,107.939,4,1,0.693,17
0,0,70456,0.996,0.622,0.16,0.648,2,0.158,-19.463,0.316,178.889,4,1,0.958,11
0,0,404009,0.935,0.0635,0.0964,0.96,3,0.0999,-27.713,0.0443,65.598,3,1,0.0356,15
0,0,329120,0.00683,0.728,0.948,0.004,1,0.056,-7.766,0.0561,116.933,4,0,0.902,20
0,0,414615,0.955,0.0889,0.146,0.912,0,0.129,-30.264,0.0581,68.981,4,0,0.254,16
0,0,171920,0.112,0.735,0.867,0,2,0.182,-5.39,0.0599,115.62,4,1,0.951,10
0,0,166660,0.957,0.512,0.0388,0.000251,5,0.202,-24.428,0.048,84.657,4,0,0.465,20
0,0,309800,0.141,0.656,0.851,0.00192,10,0.208,-8.202,0.0358,140.774,4,1,0.961,35
0,0,352426,0.00634,0.576,0.952,0.0438,10,0.351,-7.595,0.0409,136.806,4,1,0.879,37
0,0,191608,0.747,0.194,0.33,0.635,2,0.145,-16.292,0.0351,85.479,4,1,0.0397,15
0,0,283613,0.133,0.736,0.818,5.83e-05,5,0.36,-7.125,0.0469,130.068,4,1,0.742,10
0,0,186640,0.855,0.476,0.494,1.35e-05,2,0.19,-12.618,0.0809,70.864,4,1,0.628,18
0,0,186026,0.265,0.904,0.926,0.864,5,0.0696,-2.82,0.0437,125.09,4,1,0.964,38
0,0,416261,0.954,0.0922,0.234,0.91,9,0.0969,-26.043,0.0633,64.717,3,0,0.101,14
0,0,280133,0.966,0.361,0.0731,0.0124,7,0.112,-22.613,0.0377,101.944,4,0,0.259,25
0,1,177960,0.0378,0.617,0.947,2.03e-05,9,0.285,-3.032,0.0503,142.063,4,1,0.755,42
0,0,438826,0.973,0.182,0.04,0.0199,9,0.105,-23.223,0.0501,64.369,3,0,0.111,23
0,0,214595,0.443,0.133,0.251,0.176,0,0.0911,-17.08,0.0334,86.653,4,0,0.041,15
0,0,273960,0.945,0.158,0.0317,0.0141,0,0.11,-23.199,0.0459,79.535,4,0,0.114,25
0,0,285648,0.971,0.283,0.206,0.918,0,0.127,-17.696,0.0374,100.727,4,0,0.13,14
0,0,228533,0.7,0.412,0.48,0,4,0.155,-4.547,0.0345,185.909,3,1,0.233,35
0,0,132315,0.956,0.321,0.896,0.778,2,0.47,-25.47,0.0659,115.264,4,1,0.0271,9
0,0,209711,0.473,0.203,0.11,0.92,7,0.111,-25.934,0.0369,66.486,4,1,0.0381,12
0,0,209120,0.664,0.476,0.563,0.000148,10,0.308,-9.083,0.027,95.93,4,1,0.334,23
0,1,222880,0.00198,0.578,0.87,0.0137,2,0.189,-4.282,0.0545,114.026,4,1,0.335,8
0,0,323613,0.932,0.297,0.0451,0.000157,7,0.0943,-21.2,0.0489,169.055,4,0,0.0794,25
0,0,186265,0.988,0.637,0.131,0.0617,4,0.112,-22.281,0.134,114.591,4,1,0.844,10
0,0,224444,0.923,0.197,0.0539,0.903,1,0.111,-26.609,0.0461,70.676,4,1,0.0352,14
0,0,307373,0.664,0.6,0.723,0.351,7,0.0686,-11.201,0.125,115.31,3,0,0.951,12
0,0,258062,0.714,0.557,0.523,0,7,0.0963,-7.797,0.0375,100.008,4,1,0.739,27
0,0,270602,0.973,0.265,0.111,0.895,2,0.111,-17.485,0.0401,124.311,3,1,0.144,15
0,0,395990,0.951,0.0927,0.11,0.971,4,0.108,-27.923,0.0358,86.812,3,0,0.0345,12
0,0,219492,0.908,0.577,0.198,0.636,8,0.0922,-21.444,0.0391,78.114,4,1,0.589,12
0,0,224287,0.993,0.251,0.184,0.891,7,0.122,-13.379,0.0376,68.249,4,1,0.0628,13
0,0,183040,0.855,0.606,0.132,0.0212,10,0.106,-21.387,0.0387,114.02,3,1,0.115,14
0,0,163218,0.995,0.414,0.0338,0.0261,3,0.114,-26.65,0.0401,83.217,3,1,0.66,10
0,0,234853,0.287,0.799,0.703,0.000104,2,0.268,-8.108,0.156,121.027,4,1,0.967,6
0,0,202666,0.553,0.328,0.441,0.822,10,0.219,-14.195,0.0293,149.94,4,1,0.203,6
0,0,260231,0.229,0.189,0.116,0.973,5,0.385,-18.772,0.0416,105.845,3,1,0.0305,12
0,0,150073,0.993,0.489,0.0629,0.0488,6,0.0907,-24.679,0.0571,90.411,4,1,0.541,12
0,0,384626,0.0266,0.79,0.788,0.000476,9,0.0591,-4.703,0.0771,92.005,4,1,0.922,16
0,0,231477,0.994,0.521,0.086,0.807,8,0.11,-25.048,0.0991,92.466,4,1,0.537,8
0,0,250306,0.945,0.373,0.0475,0.137,9,0.153,-23.886,0.0369,76.083,4,0,0.088,23
0,0,280013,0.384,0.817,0.644,0.00915,2,0.109,-5.89,0.0362,122.125,4,1,0.829,7
0,0,287920,0.944,0.423,0.143,0.000197,4,0.123,-20.35,0.0423,123.075,4,0,0.157,23
0,0,170986,0.995,0.395,0.286,0.111,0,0.082,-12.917,0.0501,79.418,4,1,0.406,6
0,0,290720,0.195,0.648,0.521,0.0528,5,0.124,-10.047,0.0268,145.958,4,0,0.672,6
0,0,288026,0.663,0.086,0.236,0.962,4,0.129,-15.909,0.0405,84.409,5,0,0.0342,13
0,0,125840,0.755,0.549,0.324,1.13e-06,10,0.487,-13.89,0.0653,132.384,4,1,0.589,17
0,0,225866,0.581,0.703,0.651,0,0,0.173,-7.632,0.0293,108.851,4,1,0.628,6
0,0,235800,0.147,0.713,0.532,0.662,5,0.371,-11.843,0.0332,102.003,4,1,0.513,6
0,0,286600,0.0341,0.837,0.668,1.55e-05,1,0.0648,-3.191,0.0897,96.588,4,1,0.847,17
0,0,218435,0.841,0.795,0.545,0,5,0.0404,-8.683,0.0429,116.853,3,1,0.969,24
0,0,230426,0.932,0.0989,0.0794,0.992,9,0.107,-23.377,0.0536,71.247,4,0,0.0397,24
0,0,171494,0.979,0.222,0.377,0,10,0.113,-7.759,0.0334,131.116,4,1,0.258,10
0,0,204355,0.893,0.171,0.00257,0.919,10,0.108,-37.602,0.0418,77.304,3,1,0.0793,14
0,0,233733,0.403,0.755,0.492,0.00118,5,0.178,-13.649,0.0784,102.78,4,1,0.869,15
0,0,179677,0.989,0.516,0.0457,5.23e-05,6,0.107,-24.251,0.0343,111.719,4,1,0.23,18
0,0,214173,0.212,0.694,0.865,0.00112,9,0.222,-7.248,0.0447,100.005,4,0,0.579,6
0,0,264253,0.705,0.581,0.747,0.00184,1,0.179,-11.317,0.0762,137.332,4,1,0.918,12
0,0,322173,0.156,0.65,0.748,0.494,2,0.356,-9.439,0.0481,83.846,4,1,0.856,6
0,0,342465,0.578,0.568,0.551,0,10,0.0686,-7.664,0.0382,110.496,4,1,0.954,24
0,0,325093,0.242,0.839,0.941,0.0132,11,0.0591,-6.047,0.0548,117.902,4,0,0.96,10
0,0,290320,0.131,0.546,0.847,0,7,0.0964,-6.387,0.0582,109.297,4,1,0.94,14
0,0,218257,0.86,0.0878,1,0.928,7,0.734,-8.787,0.0793,86.778,4,0,1e-05,9
0,0,83493,0.99,0.251,0.166,0.92,2,0.184,-22.55,0.0398,75.598,5,1,0.55,7
0,0,343442,0.898,0.68,0.218,0.908,10,0.195,-20.036,0.0342,128.483,4,1,0.695,12
0,0,305973,0.349,0.708,0.829,0.00387,2,0.162,-7.707,0.028,134.795,4,1,0.765,31
0,0,249626,0.957,0.171,0.216,0.833,0,0.0569,-16.555,0.0361,95.223,4,1,0.0355,12
0,0,291813,0.0112,0.709,0.798,0.0147,1,0.338,-8.734,0.0414,106.992,4,1,0.749,5
0,0,221666,0.779,0.417,0.25,0.0983,7,0.0709,-21.126,0.143,99.678,4,1,0.255,22
0,0,167745,0.879,0.425,0.619,0.00111,6,0.69,-16.626,0.424,183.811,4,1,0.6,8
0,0,143773,0.863,0.504,0.414,0,5,0.121,-7.542,0.029,102.929,4,1,0.44,21
0,0,127266,0.541,0.629,0.648,0.95,1,0.294,-9.549,0.0417,147.073,4,1,0.965,29
0,0,364480,0.000173,0.623,0.783,0.806,1,0.162,-7.323,0.138,172.932,4,1,0.467,10
0,0,69304,0.996,0.71,0.163,0.376,7,0.201,-21.236,0.558,64.079,3,1,0.562,6
0,0,214256,0.774,0.606,0.52,7.3e-06,2,0.0889,-8.368,0.0401,97.337,3,1,0.941,20
0,0,168813,0.972,0.634,0.217,3.89e-05,2,0.127,-16.261,0.0536,128.099,4,1,0.718,21
0,0,173853,0.417,0.634,0.843,0,5,0.095,-4.916,0.0335,115.993,4,1,0.868,13
0,0,230426,0.904,0.181,0.314,0.983,7,0.108,-16.704,0.0453,67.007,4,1,0.0795,14
0,1,289640,0.692,0.349,0.336,0.00943,2,0.124,-8.246,0.0304,167.862,3,1,0.272,5
0,0,331840,0.128,0.555,0.781,1.66e-06,0,0.11,-7.324,0.0639,135.209,4,1,0.764,8
0,1,168800,0.00456,0.577,0.883,0.0399,8,0.655,-3.995,0.134,136.625,4,0,0.678,6
0,0,238576,0.973,0.131,0.174,0.961,5,0.134,-17.521,0.0359,87.449,4,1,0.0373,5
0,0,419226,0.995,0.293,0.0342,0.864,6,0.117,-24.058,0.0401,70.504,4,1,0.0718,14
0,0,112092,0.967,0.441,0.0469,1.43e-05,2,0.126,-25.481,0.104,184.158,3,1,0.5,7
0,0,171859,0.816,0.508,0.676,0,2,0.104,-8.612,0.0512,127.181,4,1,0.951,20
0,0,410546,0.489,0.673,0.713,2.96e-06,7,0.135,-6.602,0.112,92.035,4,1,0.612,12
0,0,285204,0.0621,0.748,0.462,0,4,0.162,-11.531,0.127,143.964,4,1,0.649,18
0,0,228797,0.981,0.151,0.0911,9.26e-05,2,0.44,-21.646,0.0384,63.197,4,1,0.0917,8
0,0,136622,0.861,0.48,0.388,0,5,0.109,-19.294,0.182,166.958,4,1,0.615,7
0,0,268512,0.975,0.283,0.133,0.911,2,0.109,-19.346,0.0346,132.857,3,0,0.0397,11
0,0,311693,0.588,0.64,0.503,0.000172,11,0.131,-9.671,0.126,83.993,4,0,0.22,5
0,0,100866,0.993,0.18,0.0283,0.958,10,0.0728,-33.44,0.0408,65.724,4,0,0.291,13
0,0,188466,0.000491,0.822,0.356,0.000372,1,0.0681,-13.619,0.157,163.097,4,1,0.833,13
0,0,180280,0.677,0.76,0.597,0.164,8,0.07,-8.452,0.0337,125.088,4,1,0.962,13
0,0,154013,0.651,0.705,0.517,0,5,0.0537,-9.98,0.0444,163.965,4,0,0.932,4
0,0,173214,0.738,0.42,0.165,0,0,0.604,-18.868,0.0452,170.141,4,0,0.848,6
0,0,296390,0.914,0.467,0.176,0.000898,6,0.13,-22.259,0.088,127.509,3,0,0.478,6
0,0,370066,0.369,0.513,0.21,0.013,7,0.512,-16.394,0.0455,151.07,3,0,0.268,12
0,0,493866,0.875,0.533,0.376,0.859,2,0.0887,-17.493,0.0576,115.746,3,0,0.835,21
0,0,280957,0.873,0.515,0.256,0.111,3,0.112,-18.272,0.046,142.835,4,1,0.744,13
0,1,255840,0.000417,0.616,0.976,0,5,0.0953,-4.079,0.0961,112.946,4,0,0.294,21
0,0,270106,0.0558,0.774,0.636,0.0815,0,0.143,-7.958,0.105,91.985,4,1,0.688,5
0,0,382798,0.946,0.0716,0.121,0.929,1,0.1,-23.744,0.0392,71.081,5,0,0.0377,10
0,0,194694,0.985,0.494,0.0938,0.0192,2,0.136,-23.394,0.0399,135.376,4,1,0.651,8
0,0,223120,0.516,0.52,0.538,0,5,0.105,-7.575,0.0361,127.713,4,1,0.657,28
0,0,206240,0.147,0.814,0.402,0.000639,10,0.0886,-11.901,0.222,159.975,4,0,0.839,8
0,1,250653,0.227,0.564,0.736,0.00157,5,0.106,-5.462,0.0626,173.28,4,1,0.805,4
0,0,200920,0.239,0.344,0.135,0.000559,7,0.114,-14.774,0.0311,61.98,4,0,0.117,14
0,0,234031,0.628,0.451,0.286,0.72,0,0.153,-13.941,0.0446,119.948,4,1,0.322,11
0,0,86472,0.995,0.392,0.0721,0.672,10,0.17,-22.291,0.0334,75.006,4,1,0.371,6
0,0,198747,0.844,0.612,0.221,0,5,0.124,-17.947,0.0365,66.266,4,1,0.612,5
0,0,256773,0.0597,0.87,0.608,0,11,0.181,-8.288,0.0521,104.99,4,1,0.734,6
0,0,379226,0.986,0.252,0.0341,0.899,4,0.0864,-25.47,0.0465,69.823,3,1,0.0388,12
0,0,146168,0.732,0.583,0.255,0.000181,2,0.34,-16.17,0.162,177.8,4,0,0.938,7
0,0,246160,0.236,0.755,0.424,0,2,0.0976,-10.588,0.195,153.881,4,1,0.941,10
0,0,267154,0.896,0.548,0.531,0,7,0.0863,-7.339,0.04,118.921,3,1,0.937,22
0,0,179599,0.881,0.579,0.319,0,5,0.104,-17.556,0.17,105.546,5,1,0.891,5
0,0,176533,0.863,0.823,0.518,0.000832,6,0.42,-13.193,0.0437,118.665,4,0,0.731,12
0,0,175440,0.996,0.599,0.1,0.0123,8,0.123,-23.197,0.0864,107.991,4,1,0.863,6
0,0,177954,0.965,0.56,0.0594,0.905,10,0.0693,-24.725,0.0368,105.113,4,0,0.35,5
0,0,297773,0.528,0.53,0.914,0.412,7,0.242,-9.577,0.0928,109.879,4,0,0.918,9
0,0,177440,0.542,0.542,0.531,1.31e-06,7,0.163,-10.49,0.0298,96.233,4,1,0.896,6
0,0,77800,0.912,0.574,0.157,8.4e-06,5,0.0641,-16.408,0.0529,83.566,4,1,0.78,20
0,0,182733,0.196,0.505,0.199,5.33e-06,0,0.0613,-18.818,0.0713,202.935,3,1,0.456,17
0,0,160558,0.894,0.55,0.258,0,0,0.559,-18.28,0.162,155.879,4,0,0.841,6
0,0,138986,0.994,0.548,0.217,0.904,3,0.543,-23.714,0.188,77.299,3,1,0.859,6
0,0,255133,0.0917,0.534,0.969,0,11,0.989,-5.885,0.106,164.273,4,1,0.501,12
0,0,303177,0.687,0.468,0.623,0,2,0.109,-6.801,0.0406,89.294,3,1,0.961,17
0,0,413675,0.88,0.0803,0.106,0.919,9,0.0966,-24.131,0.0393,81.943,5,0,0.037,10
0,0,203533,0.312,0.685,0.524,0,9,0.0457,-7.692,0.0387,145.531,4,1,0.567,7
0,0,203526,0.99,0.3,0.0276,0.00367,8,0.359,-25.286,0.0362,96.583,3,1,0.0746,7
0,0,298386,0.748,0.524,0.501,0.14,1,0.0782,-13.913,0.123,150.809,4,1,0.874,9
0,0,150755,0.948,0.487,0.0987,0.608,5,0.0738,-22.737,0.059,203.025,4,0,0.0899,8
0,0,188066,0.979,0.617,0.0404,0.000367,5,0.142,-24.131,0.082,80.236,4,1,0.666,7
0,0,156461,0.672,0.553,0.164,0,7,0.0776,-21.373,0.105,174.905,4,0,0.581,9
0,0,270666,0.238,0.735,0.771,0.335,0,0.0526,-9.12,0.0443,95.974,4,1,0.81,4
0,0,132382,0.494,0.867,0.425,0.811,5,0.193,-17.247,0.154,109.357,4,1,0.963,6
0,0,266866,0.0987,0.88,0.899,0,10,0.0632,-6.346,0.0586,110.913,4,1,0.887,13
0,0,141533,0.567,0.561,0.824,1.05e-05,6,0.0779,-8.156,0.259,149.868,4,0,0.886,10
0,0,183506,0.961,0.59,0.133,0.925,9,0.204,-20.899,0.0877,103.984,4,0,0.654,7
0,0,157499,0.921,0.689,0.262,0.838,6,0.142,-24.278,0.0595,106.472,4,1,0.661,8
0,0,163008,0.996,0.72,0.159,0.624,2,0.196,-19.654,0.0619,91.353,4,1,0.722,4
0,0,406373,0.987,0.274,0.0109,0.897,8,0.0738,-32.042,0.0441,86.665,3,1,0.0391,12
0,0,235964,0.935,0.253,0.201,0.981,0,0.221,-20.514,0.0433,80.32,4,1,0.0398,3
0,0,283585,0.992,0.258,0.229,0.93,1,0.122,-15.969,0.0412,118.214,3,1,0.0371,3
0,0,259440,0.508,0.6,0.572,0.287,10,0.0585,-8.484,0.116,135.176,4,0,0.574,11
