explicit,songLength_ms_,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,timeSignature,mode,valence,popularity
0,237800,0.0406,0.621,0.873,9.1e-06,5,0.0824,-3.067,0.0369,97.96,4,0,0.873,80
1,105176,0.00161,0.614,0.937,0.00136,1,0.103,-7.443,0.115,84.98,4,1,0.386,79
1,197093,0.0133,0.779,0.601,0,5,0.126,-6.474,0.118,156.019,4,0,0.248,76
0,251293,0.00322,0.502,0.662,0.00274,9,0.119,-4.041,0.0293,110.917,4,1,0.4,75
0,242720,0.0344,0.645,0.593,0.000127,2,0.13,-6.506,0.0288,109.984,4,1,0.299,78
1,225857,0.474,0.655,0.441,0,9,0.099,-5.245,0.0629,139.957,4,0,0.273,78
0,293183,0.408,0.454,0.913,0.000271,9,0.248,-4.008,0.107,137.688,4,1,0.521,79
1,180930,0.129,0.582,0.537,0,0,0.0749,-9.229,0.619,82.103,4,1,0.771,75
0,157906,0.222,0.559,0.66,0,7,0.193,-4.143,0.0512,163.957,4,1,0.574,75
1,183513,0.0252,0.8,0.541,0,10,0.146,-5.05,0.0375,135.99,4,0,0.194,78
1,182491,0.109,0.698,0.799,0,0,0.0942,-3.682,0.0498,79.962,4,1,0.571,78
0,170971,0.402,0.9,0.603,4.81e-06,2,0.134,-5.313,0.0646,129.928,4,1,0.824,84
0,170858,0.0183,0.74,0.516,0,1,0.0558,-6.233,0.0507,139.918,4,0,0.698,73
0,202735,0.0354,0.795,0.8,7.25e-05,1,0.0915,-6.32,0.0309,116.032,4,1,0.934,83
1,161764,0.473,0.644,0.587,0,7,0.0759,-6.736,0.353,173.972,4,0,0.68,76
1,216000,0.0928,0.671,0.639,0,2,0.0941,-6.852,0.134,119.82,5,0,0.385,79
1,316733,0.00466,0.667,0.582,0,11,0.124,-5.791,0.267,121.972,4,0,0.141,76
0,214706,0.833,0.392,0.574,0.00179,7,0.145,-9.195,0.17,81.112,4,1,0.529,82
1,157845,0.213,0.657,0.496,0,5,0.12,-7.346,0.0889,146.061,4,1,0.352,75
1,167989,0.0681,0.789,0.742,0,10,0.166,-5.664,0.0652,116.965,4,0,0.661,81
1,148421,0.127,0.725,0.713,0,4,0.617,-6.173,0.187,65.988,4,0,0.207,77
1,125302,0.18,0.899,0.691,0.000451,0,0.135,-7.554,0.0497,107.951,4,1,0.865,78
0,164441,0.00323,0.759,0.459,0,8,0.0906,-5.187,0.0948,109.997,4,1,0.695,87
1,165977,0.233,0.716,0.537,0,0,0.157,-7.648,0.0514,129.979,4,0,0.28,80
1,127546,0.125,0.548,0.732,0,11,0.269,-5.652,0.336,142.791,4,0,0.612,82
1,178131,0.172,0.752,0.55,0.0148,5,0.14,-7.166,0.362,174.073,4,0,0.405,76
1,195962,0.0255,0.707,0.689,0,4,0.383,-7.097,0.0387,119.987,4,0,0.41,76
1,209440,0.389,0.742,0.553,0,8,0.0694,-8.98,0.419,84.931,4,1,0.508,77
0,245896,0.932,0.632,0.284,0.000476,9,0.233,-14.025,0.0801,129.642,4,0,0.208,82
0,197333,0.656,0.727,0.546,0,0,0.122,-4.572,0.0437,106.891,4,1,0.69,86
1,168000,0.0862,0.666,0.707,0,5,0.334,-5.444,0.255,160,4,0,0.627,76
0,186458,0.75,0.576,0.474,8.74e-05,1,0.0944,-6.342,0.0331,77.834,4,1,0.4,76
1,165772,0.0292,0.736,0.532,8.86e-06,1,0.0806,-7.151,0.265,84.983,4,1,0.273,75
1,162546,0.207,0.774,0.554,0,0,0.132,-7.909,0.0383,99.034,4,1,0.349,80
1,252378,0.402,0.59,0.493,0.00504,7,0.129,-8.704,0.0367,150.026,4,0,0.0498,76
1,152333,0.017,0.953,0.621,0,8,0.0398,-7.638,0.221,123.016,4,0,0.883,76
1,257368,0.237,0.664,0.692,0,1,0.0798,-4.128,0.127,154.924,4,0,0.233,82
0,162794,0.789,0.668,0.392,0.00275,2,0.345,-12.178,0.0585,135.936,3,0,0.323,79
0,245026,0.769,0.581,0.619,0.000106,10,0.117,-6.524,0.0282,137.915,4,1,0.645,78
1,189739,0.0126,0.565,0.614,0,5,0.125,-7.008,0.0383,142.113,4,1,0.188,77
1,169226,0.275,0.765,0.556,0,11,0.0824,-6.417,0.0512,111.033,4,1,0.274,75
0,175124,0.185,0.587,0.411,0,8,0.273,-8.758,0.0475,140.277,4,1,0.53,80
0,195013,0.271,0.575,0.644,0,6,0.131,-5.68,0.0309,80.07,4,0,0.626,74
1,178404,0.00151,0.964,0.398,3.95e-05,11,0.101,-8.981,0.0795,105.012,4,0,0.563,80
1,225664,0.00984,0.532,0.572,0,1,0.143,-6.794,0.421,160.517,4,1,0.369,75
1,229601,0.199,0.893,0.463,0,1,0.318,-5.301,0.36,81.026,4,1,0.591,76
1,168684,0.439,0.745,0.5,0,8,0.0943,-6.184,0.135,76.968,4,1,0.433,77
1,156040,0.0918,0.701,0.782,2.31e-06,1,0.124,-4.987,0.138,94.03,4,1,0.57,76
1,184489,0.151,0.759,0.538,0,8,0.126,-8.256,0.384,146.933,4,0,0.831,74
0,179720,0.0206,0.641,0.78,0,3,0.143,-5.138,0.0852,98.004,4,1,0.693,75
1,162546,0.207,0.774,0.554,0,0,0.132,-7.909,0.0383,99.034,4,1,0.349,78
1,176867,0.0143,0.769,0.719,0.00777,8,0.359,-5.472,0.0474,121.955,4,1,0.863,72
1,262505,0.0146,0.466,0.789,0,0,0.0637,-5.956,0.0663,175.772,4,1,0.36,80
0,227186,0.585,0.679,0.61,9.51e-05,7,0.156,-10.936,0.0305,123.978,4,0,0.554,80
0,188893,0.294,0.643,0.79,0,4,0.107,-6.079,0.0462,95.987,4,1,0.8,75
1,130013,0.234,0.811,0.637,0.000572,10,0.118,-4.835,0.0591,92.025,4,0,0.471,84
0,217026,0.00304,0.512,0.483,0.0011,0,0.12,-7.798,0.0298,160.009,4,1,0.367,78
1,224747,0.52,0.841,0.502,0.000187,6,0.103,-9.068,0.211,109.965,4,0,0.863,81
1,166956,0.0323,0.524,0.306,0.000339,0,0.11,-12.153,0.0376,138.34,4,1,0.255,73
1,160078,0.597,0.55,0.637,0,8,0.129,-5.212,0.163,84.448,4,1,0.535,74
1,235987,0.147,0.874,0.443,0,5,0.124,-9.628,0.241,118.004,4,0,0.298,75
1,146419,0.0195,0.827,0.571,0,11,0.166,-7.949,0.366,142.034,4,1,0.62,76
1,170322,0.424,0.744,0.439,0,1,0.104,-11.891,0.0632,124.008,4,0,0.39,76
0,188160,0.247,0.584,0.454,0,1,0.151,-6.372,0.0301,86.102,4,1,0.253,79
1,205158,0.00021,0.533,0.858,0,2,0.148,-4.212,0.0766,160.057,4,1,0.506,78
0,224240,0.0538,0.584,0.743,2.83e-06,4,0.121,-7.075,0.0931,167.844,4,1,0.746,78
1,193574,0.0398,0.773,0.612,0,8,0.142,-5.73,0.232,149.999,4,1,0.381,77
1,202007,0.199,0.679,0.516,0,0,0.0965,-6.371,0.0452,120.074,4,0,0.716,77
0,178328,0.31,0.826,0.299,0.0952,9,0.0758,-7.721,0.0446,97.012,4,1,0.215,75
1,151415,0.112,0.46,0.999,0,11,0.245,-1.307,0.325,145.911,4,1,0.779,81
1,144860,0.0693,0.721,0.632,0,5,0.291,-6.695,0.0358,92.057,4,0,0.296,78
0,248040,0.0266,0.849,0.707,8.58e-06,0,0.618,-6.002,0.113,104.027,4,1,0.602,79
0,145610,0.0164,0.691,0.814,0,1,0.366,-3.788,0.117,132.012,4,0,0.509,81
1,273577,0.0518,0.507,0.429,0,2,0.109,-7.726,0.326,91,3,1,0.0744,76
0,156746,0.46,0.633,0.664,0,10,0.108,-5.037,0.0294,115.058,4,1,0.268,73
0,196844,0.358,0.57,0.689,0,7,0.0819,-6.242,0.147,100.087,4,1,0.568,78
0,150413,0.877,0.434,0.207,8.01e-05,2,0.118,-11.805,0.035,181.204,3,0,0.435,77
1,197031,0.0891,0.873,0.575,0,10,0.108,-7.284,0.0702,103.005,4,0,0.872,77
0,201180,0.138,0.762,0.77,0,5,0.15,-2.758,0.223,177.998,4,1,0.631,90
0,162398,0.00786,0.637,0.69,0,1,0.124,-4.057,0.0405,129.857,4,0,0.457,84
1,201600,0.0221,0.49,0.618,3.77e-06,1,0.259,-5.655,0.104,99.7,4,1,0.286,80
1,189905,0.632,0.39,0.607,0.000162,3,0.138,-8.056,0.303,161.625,4,1,0.347,76
1,198266,0.0236,0.537,0.746,1.01e-06,10,0.156,-5.507,0.15,170.062,4,0,0.252,79
0,174321,0.218,0.889,0.34,0.13,11,0.055,-7.773,0.0697,94.009,4,0,0.716,81
1,156578,0.0872,0.792,0.793,0,5,0.22,-6.185,0.0841,123.031,4,0,0.775,77
1,190344,0.0555,0.681,0.687,0,9,0.062,-7.612,0.332,108.641,3,1,0.588,78
0,203384,0.807,0.386,0.426,0,3,0.14,-6.642,0.0363,180.104,3,1,0.261,84
0,193146,0.0317,0.567,0.686,1.86e-06,7,0.0732,-6.139,0.175,172.014,4,1,0.716,79
1,226821,0.335,0.681,0.664,0,6,0.0418,-8.019,0.0353,102.166,3,0,0.861,77
0,180480,0.0221,0.503,0.783,0.00223,0,0.14,-4.761,0.0385,125.122,4,0,0.213,80
1,154767,0.183,0.868,0.55,0,6,0.109,-6.417,0.226,117.943,4,1,0.464,76
1,168758,0.0605,0.963,0.309,1.9e-05,6,0.108,-8.456,0.315,132.04,4,0,0.579,78
1,153147,0.0383,0.779,0.642,0,8,0.2,-6.321,0.116,82.363,4,0,0.388,76
1,168727,0.0224,0.807,0.659,0,11,0.309,-6.92,0.332,82.465,4,1,0.438,76
1,190458,0.438,0.726,0.411,0,1,0.087,-12.929,0.0671,137.905,3,1,0.734,74
0,174000,0.693,0.505,0.335,1.4e-05,3,0.117,-10.027,0.0359,165.431,3,0,0.645,76
0,233979,0.0944,0.282,0.302,2.07e-06,2,0.0726,-11.513,0.0344,78.881,4,1,0.19,77
0,299080,0.0399,0.502,0.534,0,2,0.0977,-5.954,0.0278,94.05,4,1,0.155,78
0,197781,0.137,0.707,0.833,0,3,0.115,-2.498,0.0517,110.062,3,1,0.788,83
0,161773,0.662,0.657,0.54,0,5,0.123,-7.675,0.0287,136.97,4,1,0.625,73
1,186017,8.47e-05,0.73,0.643,0,6,0.203,-7.811,0.0984,141.961,4,0,0.492,77
0,175918,0.169,0.86,0.791,0.000106,0,0.106,-4.784,0.0568,92.023,4,1,0.887,85
1,233386,0.0592,0.691,0.695,0,0,0.0647,-5.6,0.0367,106.064,4,1,0.514,82
0,245625,0.00516,0.612,0.884,0,5,0.0997,-4.4,0.0459,119.991,4,1,0.626,74
1,227520,0.0946,0.807,0.606,0,3,0.119,-8.871,0.088,92.988,4,0,0.304,83
0,225000,0.296,0.507,0.718,0,7,0.0921,-3.795,0.0636,92.226,3,1,0.927,79
0,164842,0.0492,0.666,0.796,0,10,0.0442,-6.967,0.103,110.108,4,0,0.61,87
0,147893,0.216,0.635,0.772,0,7,0.285,-4.825,0.0279,119.017,4,1,0.948,73
0,245426,0.271,0.498,0.61,0,6,0.223,-5.098,0.0363,79.918,4,1,0.474,78
0,166028,0.168,0.734,0.874,1.14e-05,8,0.0489,-3.158,0.0662,122.953,4,1,0.905,86
1,153406,0.0493,0.833,0.498,0,10,0.119,-5.196,0.117,139.928,4,0,0.259,76
0,216764,0.00838,0.464,0.755,0,4,0.0989,-5.707,0.0354,155.973,4,1,0.449,74
0,244586,0.0167,0.511,0.559,0,4,0.113,-6.587,0.0264,145.88,4,1,0.248,77
0,263533,0.256,0.611,0.552,0,7,0.134,-5.828,0.031,116.012,4,1,0.41,77
1,138318,0.289,0.814,0.611,0,0,0.252,-6.526,0.0515,113.016,4,1,0.585,74
0,254418,0.00393,0.498,0.713,0,2,0.0675,-7.738,0.0278,93.018,4,1,0.235,78
1,151724,0.241,0.593,0.848,0,7,0.139,-5.059,0.0888,170.202,4,0,0.7,79
0,217408,0.0155,0.628,0.877,5.97e-06,0,0.113,-4.205,0.046,101.992,4,1,0.721,79
1,188025,0.201,0.672,0.654,0,1,0.1,-4.528,0.0966,78.512,4,1,0.404,75
0,98544,0.227,0.829,0.617,0.00306,1,0.0618,-8.497,0.14,125.605,4,1,0.81,77
1,136408,0.00584,0.621,0.695,0,4,0.086,-5.124,0.0911,173.966,4,1,0.298,76
1,210251,0.757,0.777,0.357,7.28e-06,0,0.108,-6.942,0.0522,139.883,4,1,0.172,78
1,176160,0.157,0.888,0.407,0,8,0.0914,-10.158,0.487,77.031,4,0,0.751,73
1,206420,0.0326,0.744,0.868,0,1,0.0822,-4.524,0.047,93.037,4,1,0.586,84
1,137983,0.00402,0.957,0.437,0,11,0.219,-7.882,0.359,130.058,4,1,0.616,75
0,180800,0.807,0.669,0.552,0.000874,0,0.321,-7.98,0.0587,100.102,4,1,0.488,74
1,170413,0.0191,0.681,0.522,0,5,0.415,-8.74,0.303,172.946,4,0,0.219,76
1,228461,0.354,0.73,0.576,3.59e-05,2,0.15,-5.442,0.287,92.131,4,1,0.155,77
0,169153,0.0076,0.824,0.862,0.000132,2,0.303,-3.424,0.126,122.98,4,1,0.801,89
0,214720,0.0874,0.802,0.59,0,5,0.275,-7.189,0.0493,138.084,4,1,0.687,74
0,197442,0.0558,0.627,0.618,0,2,0.351,-8.529,0.0437,82.03,4,1,0.848,78
0,239667,0.382,0.546,0.453,3.9e-05,7,0.106,-13.04,0.121,104.532,4,1,0.74,78
1,178623,0.112,0.701,0.741,0,2,0.699,-6.157,0.313,140.177,4,1,0.588,77
1,159746,0.00381,0.491,0.792,0,8,0.359,-4.382,0.0699,169.997,4,1,0.74,80
0,183290,0.0123,0.793,0.793,0,11,0.0951,-4.521,0.083,123.95,4,0,0.679,85
0,251906,0.388,0.45,0.794,0,4,0.303,-5.015,0.0538,143.861,4,1,0.362,75
1,128014,0.356,0.796,0.426,2.73e-05,1,0.0941,-13.207,0.285,150.043,4,1,0.649,76
1,233453,0.568,0.787,0.7,0.00051,4,0.663,-4.598,0.0768,90.02,4,0,0.791,90
0,219389,0.00756,0.783,0.627,0,2,0.0606,-8.521,0.102,100.025,4,1,0.48,78
1,180138,0.671,0.98,0.413,7.95e-05,8,0.17,-11.052,0.101,119.993,4,0,0.764,81
1,158032,0.0663,0.613,0.631,0,4,0.169,-6.965,0.12,149.992,4,1,0.33,77
0,203036,0.0975,0.492,0.708,0,10,0.12,-4.639,0.0334,161.989,4,1,0.697,73
1,226220,0.317,0.575,0.609,0,5,0.105,-4.88,0.121,83.004,4,0,0.339,76
0,238677,0.353,0.546,0.438,0,5,0.261,-4.748,0.0669,112.136,3,1,0.568,82
1,135430,0.00734,0.829,0.343,0,2,0.179,-4.937,0.102,78.035,4,0,0.312,74
0,214405,0.118,0.527,0.461,0,7,0.0831,-5.908,0.0269,128.153,3,1,0.227,75
0,190779,0.181,0.686,0.538,3.13e-06,2,0.113,-8.026,0.0345,115.884,4,1,0.584,81
0,196213,0.175,0.601,0.703,8.4e-05,7,0.571,-6.24,0.0379,106.164,4,1,0.673,80
1,117446,0.624,0.825,0.366,1.87e-06,1,0.0575,-6.973,0.0614,94.032,4,0,0.75,78
1,174067,0.0493,0.369,0.845,0,0,0.416,-3.449,0.0611,78.532,4,0,0.782,76
0,205786,0.0848,0.693,0.681,0,0,0.0768,-7.039,0.025,100.02,4,1,0.663,77
1,155744,0.241,0.814,0.666,0,10,0.532,-4.131,0.264,141.08,4,0,0.735,74
1,138928,0.478,0.71,0.543,8.66e-06,5,0.0988,-9.141,0.0527,83.965,4,1,0.481,76
1,172185,0.0458,0.877,0.679,0,5,0.0987,-4.969,0.355,144.93,4,0,0.624,74
1,295176,0.0103,0.607,0.829,0,2,0.107,-4.074,0.379,96.172,4,1,0.685,82
0,183725,0.216,0.595,0.784,0,1,0.0608,-4.878,0.102,124.111,4,1,0.479,85
0,234761,0.961,0.403,0.159,0.0121,1,0.34,-16.728,0.104,72.38,4,0,0.0381,78
0,63000,0.916,0,0.032,0.202,1,0.103,-30.704,0,0,0,1,0,77
0,209946,0.699,0.437,0.384,2.33e-05,5,0.121,-8.384,0.042,139.009,4,1,0.181,85
1,200221,0.057,0.8,0.56,0,5,0.134,-4.818,0.261,163.071,4,0,0.45,80
1,252021,0.213,0.599,0.61,0.000414,5,0.151,-8.633,0.24,159.933,4,0,0.434,73
0,297000,0.535,0.458,0.571,0.000305,4,0.0846,-6.739,0.0949,110.013,4,1,0.586,77
1,183786,0.24,0.494,0.749,0,2,0.126,-3.309,0.185,180.228,4,1,0.271,78
1,122772,0.217,0.855,0.463,1.77e-05,3,0.347,-7.454,0.0367,102.931,4,1,0.866,83
1,202193,0.337,0.63,0.446,0,1,0.166,-8.9,0.0351,143.078,4,1,0.177,76
1,204000,0.149,0.776,0.64,0,7,0.101,-8.058,0.184,160.038,4,1,0.326,75
1,212496,0.702,0.526,0.334,0.00782,10,0.0586,-8.491,0.251,74.966,4,0,0.522,79
1,132346,0.0748,0.784,0.572,0.843,0,0.139,-9.853,0.0573,96.181,4,1,0.209,85
1,187111,0.572,0.956,0.417,0.00071,7,0.0782,-7.892,0.0926,108.015,4,0,0.714,83
0,228922,0.791,0.739,0.491,0.0366,6,0.1,-11.515,0.027,111.008,4,1,0.707,76
1,164562,0.787,0.812,0.385,0,10,0.103,-9.676,0.416,133.993,4,0,0.742,75
0,187436,0.0684,0.72,0.706,0,1,0.166,-4.719,0.0473,133.002,4,1,0.62,83
1,144463,0.42,0.839,0.502,0,9,0.124,-6.215,0.264,103.048,4,0,0.252,74
1,156894,0.0781,0.847,0.912,0,11,0.142,-3.129,0.257,81.486,4,1,0.88,74
1,196760,0.181,0.617,0.696,0.000316,8,0.0714,-6.257,0.0951,167.948,4,1,0.714,80
1,196180,0.224,0.694,0.685,0,6,0.124,-6.535,0.133,158.831,4,0,0.306,77
0,249444,0.0297,0.651,0.703,0,0,0.0608,-8.958,0.0816,140.051,4,0,0.647,77
0,212720,0.0891,0.563,0.847,0,1,0.121,-4.493,0.0468,96.06,4,1,0.666,73
0,184104,0.0297,0.776,0.808,0.000127,11,0.103,-4.501,0.117,123.988,4,1,0.494,85
0,202960,0.0288,0.622,0.809,0.00218,9,0.109,-5.623,0.0638,156.894,4,1,0.511,76
1,204434,0.333,0.784,0.474,0,8,0.278,-6.139,0.0524,128.012,4,1,0.64,75
1,284480,0.0969,0.688,0.716,0,7,0.0989,-5.702,0.0385,116.912,3,1,0.373,77
0,153312,0.0332,0.648,0.781,0.013,9,0.305,-8.736,0.0271,133.417,4,0,0.822,78
1,151248,0.535,0.877,0.607,0,10,0.138,-7.818,0.15,127.055,4,0,0.773,73
0,198208,0.0152,0.574,0.798,0,6,0.111,-5.356,0.0485,105.034,4,1,0.58,74
0,238866,0.075,0.519,0.527,0,7,0.132,-7.673,0.0274,78.915,4,1,0.267,77
1,225600,0.00406,0.8,0.837,0.00313,6,0.0904,-2.807,0.0491,100.015,4,0,0.702,86
1,201350,0.0608,0.51,0.929,5.39e-06,6,0.101,-4.685,0.0456,122.036,4,1,0.438,73
0,223333,0.0158,0.46,0.632,0,4,0.0822,-6.031,0.0302,79.846,4,1,0.399,77
1,170925,0.337,0.624,0.528,0,9,0.0877,-9.368,0.31,157.83,4,1,0.683,76
0,217801,0.0525,0.639,0.843,0,11,0.0854,-4.975,0.0362,126.047,4,1,0.528,72
0,133133,0.0766,0.82,0.611,2.5e-05,9,0.0684,-5.02,0.122,127.883,4,0,0.637,82
0,200466,0.0339,0.648,0.938,1.28e-06,1,0.0564,-3.298,0.115,78.496,4,1,0.849,81
1,212866,0.554,0.617,0.525,1.1e-06,8,0.135,-10.426,0.12,135.781,4,0,0.377,74
1,205721,0.128,0.518,0.69,0,9,0.176,-6.15,0.107,77.837,4,1,0.59,75
1,148687,0.011,0.924,0.681,1.21e-06,11,0.0972,-6.94,0.294,141.982,4,1,0.491,73
1,169420,0.0517,0.843,0.671,0,10,0.286,-5.708,0.22,137.932,4,0,0.56,74
1,275999,0.663,0.665,0.527,0,2,0.306,-8.588,0.429,94.711,3,0,0.219,76
1,144616,0.00696,0.332,0.737,0,10,0.0519,-8.572,0.0349,183.333,4,0,0.761,77
0,163000,0.394,0.54,0.549,0,2,0.103,-6.612,0.293,184.414,3,1,0.628,77
0,284870,0.0363,0.482,0.548,2.28e-06,11,0.3,-9.946,0.0373,76.017,4,1,0.346,78
0,163025,0.35,0.768,0.716,0,10,0.15,-5.11,0.0404,131.43,4,1,0.841,77
1,78680,0.019,0.509,0.542,0.00639,3,0.23,-8.027,0.442,97.767,4,0,0.151,76
0,162603,0.018,0.787,0.833,0.00747,8,0.0374,-4.403,0.0478,123.97,4,1,0.796,88
0,175280,0.0223,0.718,0.88,0,0,0.908,-7.567,0.11,124.007,4,1,0.814,76
0,137093,0.455,0.595,0.386,0,5,0.131,-6.442,0.0377,145.059,4,1,0.864,75
0,186293,0.49,0.58,0.751,0,7,0.277,-5.078,0.0267,148.108,4,1,0.718,72
1,108889,0.0233,0.875,0.601,0,11,0.14,-7.191,0.314,124.008,4,0,0.649,73
0,172127,0.021,0.86,0.758,6.54e-05,11,0.344,-5.16,0.0695,97.014,4,1,0.453,81
0,212093,0.196,0.673,0.704,0,6,0.0898,-8.056,0.36,86.919,4,1,0.372,80
1,237520,0.00285,0.667,0.719,8.1e-05,7,0.0736,-5.371,0.0346,100.021,4,0,0.717,83
1,147828,0.159,0.694,0.475,3.9e-06,2,0.103,-7.035,0.0345,94.987,4,1,0.391,78
0,172761,0.00776,0.63,0.633,0,4,0.0541,-7.088,0.0457,93.995,4,1,0.452,81
0,240906,0.892,0.536,0.296,0,5,0.0873,-7.451,0.0346,122.907,3,1,0.151,84
1,236703,0.873,0.679,0.281,0.00335,3,0.215,-15.506,0.184,74.996,4,0,0.234,75
0,203373,0.513,0.659,0.683,4.93e-06,3,0.133,-5.623,0.0312,139.931,4,1,0.397,72
1,199093,0.0071,0.735,0.446,1.93e-05,5,0.173,-10.232,0.109,150.915,4,1,0.121,72
1,112613,0.41,0.872,0.623,0,3,0.184,-3.94,0.0389,104.07,4,0,0.72,76
0,116630,0.827,0.586,0.893,0.642,7,0.212,-8.772,0.439,140.023,3,1,0.65,75
1,195776,0.341,0.765,0.373,0.525,8,0.112,-9.921,0.0713,85.016,4,1,0.554,79
1,148715,0.333,0.67,0.424,0,9,0.112,-14.297,0.292,77.685,4,0,0.743,75
0,208208,0.206,0.536,0.772,0,3,0.163,-6.027,0.0339,134.019,4,0,0.423,72
0,178386,0.146,0.655,0.677,0,6,0.131,-4.278,0.0326,127.041,4,1,0.62,73
0,177658,0.603,0.85,0.404,0.000527,8,0.134,-13.592,0.0647,100.001,4,0,0.794,70
0,153312,0.0332,0.648,0.781,0.013,9,0.305,-8.736,0.0271,133.417,4,0,0.822,76
0,196730,0.222,0.895,0.389,0.0346,7,0.105,-11.036,0.11,110.023,4,0,0.549,79
1,136150,0.142,0.49,0.449,0.856,1,0.13,-12.361,0.259,119.847,4,1,0.155,75
0,219048,0.269,0.845,0.677,0.000917,11,0.108,-4.798,0.136,90.013,4,0,0.68,86
1,234626,0.0236,0.775,0.72,0,11,0.114,-5.353,0.193,155.086,4,0,0.49,75
0,135877,0.331,0.797,0.755,2.26e-06,2,0.124,-5.393,0.0293,129.955,4,1,0.411,77
0,198626,0.215,0.524,0.739,0,0,0.0636,-6.681,0.0386,83.095,4,1,0.48,77
1,85360,0.00831,0.576,0.741,0,2,0.111,-7.404,0.0356,124.091,4,1,0.143,77
1,163084,0.0861,0.685,0.848,7.14e-06,8,0.0783,-4.561,0.0858,179.87,4,0,0.761,82
0,155125,0.451,0.618,0.644,0.000105,8,0.352,-10.663,0.0296,98.721,3,1,0.861,74
0,194600,0.0487,0.786,0.858,0,11,0.126,-3.74,0.0675,112.999,4,1,0.649,82
0,194886,0.863,0.687,0.288,0,2,0.0986,-10.415,0.045,110.927,4,1,0.308,79
1,157944,0.118,0.632,0.714,0.926,1,0.12,-8.924,0.063,159.938,4,0,0.313,75
1,133021,0.0617,0.77,0.574,0,1,0.104,-5.525,0.106,98.962,3,1,0.104,75
0,231124,0.0623,0.632,0.773,0,6,0.0885,-4.856,0.0346,130.033,4,1,0.474,79
0,171200,0.394,0.607,0.418,0,1,0.182,-6.997,0.0363,95.002,4,1,0.386,77
1,123262,0.2,0.719,0.648,0,3,0.127,-7.6,0.125,140.201,4,0,0.66,81
0,243907,0.593,0.471,0.335,2.11e-05,4,0.297,-8.767,0.0273,145.252,3,0,0.111,78
0,240413,0.452,0.638,0.538,0.000415,10,0.0695,-8.445,0.0315,89.124,4,1,0.318,73
1,229638,0.767,0.578,0.572,0,8,0.111,-8.378,0.0971,151.384,4,1,0.326,72
1,188893,0.222,0.683,0.615,8.25e-06,5,0.154,-5.737,0.0966,77.014,4,1,0.45,78
0,181266,0.403,0.529,0.772,2.21e-06,2,0.316,-7.013,0.0287,91.751,4,1,0.853,80
0,157800,0.221,0.641,0.678,0.573,3,0.279,-4.943,0.0355,100.035,4,1,0.495,79
0,197417,0.355,0.75,0.543,0,5,0.419,-10.672,0.179,150.066,4,0,0.652,74
1,192804,0.00471,0.779,0.705,0,6,0.0971,-5.891,0.163,140.005,4,0,0.196,73
1,205473,0.143,0.591,0.585,0,2,0.109,-6.35,0.0277,110.94,4,1,0.324,77
1,187586,0.606,0.713,0.47,1.35e-05,9,0.306,-8.698,0.0864,84.518,4,1,0.0825,75
0,163505,0.131,0.188,0.00481,0.352,3,0.13,-23.892,0.0575,115.759,3,0,0.0388,77
1,192390,0.27,0.576,0.604,0,5,0.176,-7.558,0.047,99.746,3,0,0.734,78
0,170760,0.0191,0.662,0.788,0,3,0.0559,-4.55,0.205,179.876,4,0,0.711,86
0,174360,0.222,0.529,0.755,0,1,0.0986,-5.864,0.125,96.86,4,1,0.528,72
0,142064,0.697,0.547,0.638,0,8,0.074,-2.99,0.124,176.277,3,1,0.876,80
0,165569,0.0553,0.533,0.855,0,6,0.335,-2.901,0.0356,102.017,4,1,0.64,72
1,213214,0.742,0.637,0.299,0,7,0.359,-11.314,0.0366,83.872,4,1,0.364,76
0,164347,0.0379,0.463,0.76,0,2,0.115,-5.958,0.11,123.899,4,1,0.65,72
1,176574,0.0919,0.807,0.665,0,5,0.0788,-5.249,0.276,164.964,4,0,0.557,75
0,191462,0.0109,0.764,0.886,2.21e-05,1,0.325,-3.067,0.177,102.012,4,1,0.497,84
0,144000,0.151,0.748,0.492,0,11,0.146,-8.584,0.0498,145.097,4,1,0.483,75
0,131065,0.025,0.915,0.72,1.42e-05,8,0.0942,-3.126,0.0459,126.986,4,1,0.631,86
0,207009,0.000247,0.623,0.788,0.271,8,0.0978,-7.777,0.0415,121.974,4,1,0.955,76
1,159733,0.488,0.637,0.562,0,4,0.114,-7.348,0.0694,75.041,4,0,0.352,71
0,187683,0.118,0.623,0.79,0,7,0.226,-5.07,0.0473,81.949,4,1,0.694,72
1,157619,0.707,0.801,0.533,4.28e-05,3,0.125,-6.198,0.222,121.959,4,0,0.626,75
0,235221,0.171,0.578,0.801,0,8,0.651,-4.665,0.071,114.12,4,1,0.706,80
0,200689,0.0282,0.806,0.653,0.000784,8,0.107,-6.283,0.0902,150.058,4,1,0.85,81
0,163854,0.137,0.697,0.875,0,5,0.28,-4.621,0.034,140.069,4,1,0.774,82
0,285280,0.0494,0.636,0.402,0,7,0.107,-7.855,0.031,125.952,4,1,0.208,76
0,174760,0.0697,0.614,0.934,0,9,0.121,-3.709,0.07,116.001,4,0,0.436,83
1,208292,0.856,0.802,0.502,0,11,0.256,-7.136,0.059,123.097,4,0,0.675,74
0,226466,0.157,0.645,0.534,0,6,0.0863,-10.8,0.0479,105.02,4,0,0.463,76
